OBJECTID,FMR_0BDR,FMR_1BDR,FMR_2BDR,FMR_3BDR,FMR_4BDR,FMR_CODE,FMR_AREANAME,SHAPE_Length,SHAPE_Area
22437,572,575,757,936,1286,NCNTY38021N38021,"Dickey County, ND",0.421311283540449,0.0107195319282605
22438,572,575,757,936,1286,NCNTY38021N38021,"Dickey County, ND",0.421949503248334,0.0106747687869452
22439,605,669,854,1213,1462,METRO24220M24220,"Grand Forks, ND-MN MSA",0.0718987509530835,0.000187374076655984
22440,572,575,757,1075,1296,NCNTY38045N38045,"LaMoure County, ND",0.426443118125649,0.0109851938609687
22441,575,579,762,942,1202,NCNTY38009N38009,"Bottineau County, ND",0.435715708061408,0.0113709832182925
22442,575,579,762,942,1202,NCNTY38009N38009,"Bottineau County, ND",0.0349227878599636,5.17313700851169e-05
22443,572,575,757,957,1095,NCNTY38013N38013,"Burke County, ND",0.434379339778369,0.0113161689977783
22444,653,664,757,1075,1194,NCNTY38049N38049,"McHenry County, ND",0.436433905187455,0.0114128342697742
22445,653,664,757,1075,1194,NCNTY38049N38049,"McHenry County, ND",0.434114637871629,0.0112836793835685
22446,733,737,880,1250,1442,METRO13900M13900,"Bismarck, ND MSA",1.69090985469245,0.136335881216173
22447,600,603,757,1075,1256,NCNTY38097N38097,"Traill County, ND",0.433065418661652,0.0112693289217265
22448,600,603,757,1075,1256,NCNTY38097N38097,"Traill County, ND",0.035931806844354,5.08478548880711e-05
22449,648,652,757,1075,1194,NCNTY38067N38067,"Pembina County, ND",0.448138515470313,0.0114191710770508
22450,648,652,757,1075,1194,NCNTY38067N38067,"Pembina County, ND",0.447280349575723,0.0113548558701085
22451,648,652,757,1075,1194,NCNTY38067N38067,"Pembina County, ND",0.790812604009362,0.0205836436662059
22452,572,575,757,1075,1100,NCNTY38077N38077,"Richland County, ND",0.422138880086189,0.0106959017843415
22453,653,659,757,1075,1200,NCNTY38103N38103,"Wells County, ND",0.429622717228507,0.0111354182951762
22454,653,664,757,1075,1194,NCNTY38049N38049,"McHenry County, ND",0.0385530511573888,2.63704771308602e-05
22455,653,664,757,1075,1194,NCNTY38049N38049,"McHenry County, ND",1.12729873991174,0.056370446970485
22456,653,664,757,1075,1194,NCNTY38049N38049,"McHenry County, ND",0.436634034510365,0.0113810570469032
22457,572,575,757,1075,1296,NCNTY38045N38045,"LaMoure County, ND",0.421670863195451,0.0107686182386809
22458,572,575,757,1075,1296,NCNTY38045N38045,"LaMoure County, ND",0.424861008420945,0.0108991257992712
22459,572,575,757,1075,1296,NCNTY38045N38045,"LaMoure County, ND",0.4616388497838,0.0108958058033006
22460,605,669,854,1213,1462,METRO24220M24220,"Grand Forks, ND-MN MSA",0.431739114164846,0.011211378671317
22461,605,669,854,1213,1462,METRO24220M24220,"Grand Forks, ND-MN MSA",0.63201926798189,0.0120907860278225
22462,605,669,854,1213,1462,METRO24220M24220,"Grand Forks, ND-MN MSA",0.434432497882685,0.0113989286877957
22463,574,578,760,945,1120,NCNTY38003N38003,"Barnes County, ND",0.429677134510149,0.0111125728124517
22464,639,644,847,1100,1336,NCNTY38041N38041,"Hettinger County, ND",0.434609117703475,0.0110510028852045
22465,574,578,760,945,1120,NCNTY38003N38003,"Barnes County, ND",0.458009313372927,0.0109882361058072
22466,574,578,760,945,1120,NCNTY38003N38003,"Barnes County, ND",0.466147521465363,0.0110584627810819
22467,648,652,757,1075,1194,NCNTY38067N38067,"Pembina County, ND",0.685797316180477,0.0227413130572001
22468,600,603,757,1075,1256,NCNTY38097N38097,"Traill County, ND",0.493162962050451,0.0108423536554084
22469,600,603,757,1075,1256,NCNTY38097N38097,"Traill County, ND",0.426028966778191,0.010880204400684
22470,600,603,757,1075,1256,NCNTY38097N38097,"Traill County, ND",0.0659018985869953,0.0001728618896006
22471,600,603,757,1075,1256,NCNTY38097N38097,"Traill County, ND",0.140731818261936,0.000343141259782857
22472,653,664,757,1075,1194,NCNTY38049N38049,"McHenry County, ND",0.107795924839586,0.0003887695951103
22473,653,664,757,1075,1194,NCNTY38049N38049,"McHenry County, ND",0.435508909053103,0.0113571998297804
22474,581,585,757,1037,1194,NCNTY38079N38079,"Rolette County, ND",1.79832398094598,0.0941542865822271
22475,581,585,757,1037,1194,NCNTY38079N38079,"Rolette County, ND",0.0691222518764042,0.000272244071368708
22476,581,585,757,1037,1194,NCNTY38079N38079,"Rolette County, ND",0.181494268361288,0.000463705424280154
22477,581,585,757,1037,1194,NCNTY38079N38079,"Rolette County, ND",1.42350920828796,0.0558180849745173
22478,572,575,757,1075,1296,NCNTY38045N38045,"LaMoure County, ND",0.425327655085826,0.010926017669133
22479,605,669,854,1213,1462,METRO24220M24220,"Grand Forks, ND-MN MSA",0.455489462962206,0.0111442053295353
22480,605,669,854,1213,1462,METRO24220M24220,"Grand Forks, ND-MN MSA",0.434451518652445,0.0113318897731125
22481,605,669,854,1213,1462,METRO24220M24220,"Grand Forks, ND-MN MSA",0.43293876395317,0.0112349639903346
22482,605,669,854,1213,1462,METRO24220M24220,"Grand Forks, ND-MN MSA",0.465805482665318,0.0111591888937602
22483,572,575,757,936,1113,NCNTY38075N38075,"Renville County, ND",0.435800625951349,0.0113793277169042
22484,572,575,757,957,1095,NCNTY38013N38013,"Burke County, ND",0.437658140858674,0.0114249668573776
22485,572,575,757,957,1095,NCNTY38013N38013,"Burke County, ND",0.437313266410078,0.0113768053363697
22486,572,575,757,957,1095,NCNTY38013N38013,"Burke County, ND",0.437126822666262,0.0114483966299287
22487,657,734,966,1372,1653,NCNTY38101N38101,"Ward County, ND",0.434455122361176,0.011306932878414
22488,600,603,757,1075,1256,NCNTY38097N38097,"Traill County, ND",0.435160042054184,0.010797350625493
22489,575,579,762,942,1202,NCNTY38009N38009,"Bottineau County, ND",0.435863545138933,0.0113877836785571
22490,600,603,757,1075,1256,NCNTY38097N38097,"Traill County, ND",0.437701946866527,0.0107994488033629
22491,600,603,757,1075,1256,NCNTY38097N38097,"Traill County, ND",0.149430949420036,0.000582423650882802
22492,581,585,757,1037,1194,NCNTY38079N38079,"Rolette County, ND",0.699192052433273,0.0227945240598626
22493,653,664,757,1075,1194,NCNTY38049N38049,"McHenry County, ND",0.436271213265321,0.0114288809951021
22494,653,664,757,1075,1194,NCNTY38049N38049,"McHenry County, ND",0.433359556539721,0.0112960236879439
22495,653,664,757,1075,1194,NCNTY38049N38049,"McHenry County, ND",0.0673993896785869,0.000259809706358221
22496,572,575,757,936,1286,NCNTY38021N38021,"Dickey County, ND",0.423827847818121,0.0108492795341952
22497,572,575,757,936,1286,NCNTY38021N38021,"Dickey County, ND",0.4266792165202,0.0110164311886291
22498,572,575,757,936,1286,NCNTY38021N38021,"Dickey County, ND",0.421745563325795,0.0107210489521122
22499,572,575,757,936,1286,NCNTY38021N38021,"Dickey County, ND",0.417312550745837,0.0104060607419868
22500,572,575,757,1075,1296,NCNTY38045N38045,"LaMoure County, ND",0.472447937053698,0.0108564142867301
22501,657,734,966,1372,1653,NCNTY38101N38101,"Ward County, ND",0.435322421799481,0.0114250191018073
22502,657,734,966,1372,1653,NCNTY38101N38101,"Ward County, ND",0.433317480079879,0.0112777507371489
22503,572,575,757,936,1113,NCNTY38075N38075,"Renville County, ND",0.555355344808924,0.0110497912585667
22504,600,603,757,1075,1256,NCNTY38097N38097,"Traill County, ND",0.453119249196148,0.0107960188444462
22505,600,603,757,1075,1256,NCNTY38097N38097,"Traill County, ND",0.429728359510617,0.0111380139175756
22506,600,603,757,1075,1256,NCNTY38097N38097,"Traill County, ND",0.45823377654754,0.0110506300324413
22507,600,603,757,1075,1256,NCNTY38097N38097,"Traill County, ND",0.4283023544399,0.0110286301992254
22508,600,603,757,1075,1256,NCNTY38097N38097,"Traill County, ND",0.443779827639804,0.0109798663263005
22509,581,585,757,1037,1194,NCNTY38079N38079,"Rolette County, ND",1.702619273726,0.0892477734853457
22510,653,664,757,1075,1194,NCNTY38049N38049,"McHenry County, ND",0.0987191184143877,0.000301209995282254
22511,653,664,757,1075,1194,NCNTY38049N38049,"McHenry County, ND",0.433743936799694,0.0112727689148574
22512,653,664,757,1075,1194,NCNTY38049N38049,"McHenry County, ND",0.477181433594347,0.0110370584947524
22513,733,737,880,1250,1442,METRO13900M13900,"Bismarck, ND MSA",0.421177824978803,0.0105996067939559
22514,733,737,880,1250,1442,METRO13900M13900,"Bismarck, ND MSA",0.42779626448568,0.0110153003679338
22515,572,575,757,1075,1194,NCNTY38091N38091,"Steele County, ND",0.427814356951096,0.0109691800455786
22516,572,575,757,1075,1296,NCNTY38045N38045,"LaMoure County, ND",0.426894051336084,0.0109993335725244
22517,572,575,757,1075,1296,NCNTY38045N38045,"LaMoure County, ND",0.496386421802466,0.010647808155806
22518,572,575,757,1075,1296,NCNTY38045N38045,"LaMoure County, ND",0.423716362480006,0.0108493943655714
22519,572,575,757,1075,1296,NCNTY38045N38045,"LaMoure County, ND",0.425120218227841,0.0109204507673093
22520,733,737,880,1250,1442,METRO13900M13900,"Bismarck, ND MSA",0.0687394504202914,0.000146845594443974
22521,653,664,757,1075,1194,NCNTY38049N38049,"McHenry County, ND",0.432344144894471,0.0111933963187902
22522,653,664,757,1075,1183,NCNTY38071N38071,"Ramsey County, ND",0.434847625032792,0.0113409477046861
22523,642,773,966,1372,1524,NCNTY38105N38105,"Williams County, ND",0.550378426560643,0.0109570517363683
22524,642,773,966,1372,1524,NCNTY38105N38105,"Williams County, ND",0.0672037917425045,0.000191942407368589
22525,581,585,757,1037,1194,NCNTY38079N38079,"Rolette County, ND",0.436925270365862,0.0114409545131023
22526,572,575,757,993,1194,NCNTY38047N38047,"Logan County, ND",2.21579815037422,0.134179548153082
22527,572,575,757,993,1194,NCNTY38047N38047,"Logan County, ND",0.0444088634084758,7.27272574524951e-05
22528,600,603,757,1075,1256,NCNTY38097N38097,"Traill County, ND",0.431941601831803,0.0112202108598825
22529,600,603,757,1075,1256,NCNTY38097N38097,"Traill County, ND",0.441599076019758,0.0107765455980793
22530,733,737,880,1250,1442,METRO13900M13900,"Bismarck, ND MSA",0.421080174775218,0.0105840080634537
22531,733,737,880,1250,1442,METRO13900M13900,"Bismarck, ND MSA",0.426940169879952,0.0109754732484976
22532,733,737,880,1250,1442,METRO13900M13900,"Bismarck, ND MSA",0.4266938570236,0.010964736045728
22533,572,575,757,1075,1100,NCNTY38077N38077,"Richland County, ND",0.457460871510005,0.0107620882167561
22534,572,575,757,1075,1100,NCNTY38077N38077,"Richland County, ND",0.475905881865031,0.0106302770552436
22535,801,815,929,1320,1554,NCNTY38089N38089,"Stark County, ND",2.14750419829844,0.0814340396669583
22536,605,669,854,1213,1462,METRO24220M24220,"Grand Forks, ND-MN MSA",0.432205128798791,0.0112510090898702
22537,605,669,854,1213,1462,METRO24220M24220,"Grand Forks, ND-MN MSA",0.432436592981633,0.011225285942735
22538,605,669,854,1213,1462,METRO24220M24220,"Grand Forks, ND-MN MSA",0.43194264065766,0.0112210972787922
22539,605,669,854,1213,1462,METRO24220M24220,"Grand Forks, ND-MN MSA",0.431786487655812,0.011215898104866
22540,605,669,854,1213,1462,METRO24220M24220,"Grand Forks, ND-MN MSA",0.435680291550409,0.011377185972034
22541,572,575,757,1075,1194,NCNTY38095N38095,"Towner County, ND",0.437658968402302,0.0114416677820384
22542,572,575,757,936,1113,NCNTY38075N38075,"Renville County, ND",0.436231612731927,0.0113842998022062
22543,572,575,757,936,1113,NCNTY38075N38075,"Renville County, ND",0.437609052847635,0.0113458912468861
22544,572,575,757,936,1113,NCNTY38075N38075,"Renville County, ND",0.0389469774397215,7.78340127433612e-05
22545,575,579,762,942,1202,NCNTY38009N38009,"Bottineau County, ND",0.475716280813556,0.0139318163960154
22546,572,575,757,936,1113,NCNTY38075N38075,"Renville County, ND",0.435255579466068,0.0113684142764313
22547,600,603,757,1075,1256,NCNTY38097N38097,"Traill County, ND",0.428493094426699,0.0110939201613344
22548,575,579,762,942,1202,NCNTY38009N38009,"Bottineau County, ND",0.631589467985614,0.0189023511370268
22549,572,575,757,1075,1194,NCNTY38001N38001,"Adams County, ND",0.423315044521677,0.0108437400295571
22550,572,575,757,1075,1194,NCNTY38001N38001,"Adams County, ND",0.504322881822307,0.0105875195818628
22551,572,575,757,1075,1194,NCNTY38001N38001,"Adams County, ND",0.0865818315682724,0.000258378621371304
22552,801,815,929,1320,1554,NCNTY38089N38089,"Stark County, ND",1.20442395208329,0.0625378614920599
22553,801,815,929,1320,1554,NCNTY38089N38089,"Stark County, ND",1.5716597293566,0.0921597462614422
22554,572,575,757,1075,1100,NCNTY38077N38077,"Richland County, ND",0.477328177702008,0.0103546817387014
22555,572,575,757,1075,1100,NCNTY38077N38077,"Richland County, ND",0.0770602509726942,0.000306380701980565
22556,572,575,757,1075,1100,NCNTY38077N38077,"Richland County, ND",0.671505346243374,0.0179448020853788
22557,653,659,757,1075,1200,NCNTY38103N38103,"Wells County, ND",0.428638040948658,0.0110570047423514
22558,653,659,757,1075,1200,NCNTY38103N38103,"Wells County, ND",0.431359619170599,0.0111884249247221
22559,572,575,757,1075,1194,NCNTY38095N38095,"Towner County, ND",0.435028906991727,0.0113461396627738
22560,572,575,757,1075,1194,NCNTY38095N38095,"Towner County, ND",0.434592495280697,0.0113303710864208
22561,572,575,757,1036,1189,NCNTY38055N38055,"McLean County, ND",0.43174932794015,0.0111971925755153
22562,572,575,757,1036,1189,NCNTY38055N38055,"McLean County, ND",0.68363246702878,0.0218505375941831
22563,572,575,757,1036,1189,NCNTY38055N38055,"McLean County, ND",0.0346617821546121,7.05817156804316e-05
22564,572,575,757,1036,1189,NCNTY38055N38055,"McLean County, ND",2.30217939842201,0.116229239381611
22565,572,575,757,1036,1189,NCNTY38055N38055,"McLean County, ND",1.97438739993314,0.0623426593733726
22566,572,575,757,936,1113,NCNTY38075N38075,"Renville County, ND",0.436344187413775,0.0113999315771075
22567,572,575,757,936,1113,NCNTY38075N38075,"Renville County, ND",0.436002191533571,0.0113719718144754
22568,572,575,757,936,1113,NCNTY38075N38075,"Renville County, ND",0.475411748988153,0.0113202441315073
22569,572,575,757,936,1113,NCNTY38075N38075,"Renville County, ND",0.0422490770168821,0.000100436964369295
22570,572,575,757,936,1113,NCNTY38075N38075,"Renville County, ND",0.133592762239077,0.000338251155615073
22571,572,575,757,1075,1194,NCNTY38001N38001,"Adams County, ND",1.27079594249847,0.0649934133100938
22572,572,575,757,1075,1194,NCNTY38001N38001,"Adams County, ND",0.449094649817628,0.0108045769053287
22573,572,575,757,1075,1194,NCNTY38001N38001,"Adams County, ND",0.573143848346796,0.0202017170656271
22574,733,737,880,1250,1442,METRO13900M13900,"Bismarck, ND MSA",1.00430096629252,0.00760218976051656
22575,733,737,880,1250,1442,METRO13900M13900,"Bismarck, ND MSA",0.866509692993375,0.00857391513569856
22576,733,737,880,1250,1442,METRO13900M13900,"Bismarck, ND MSA",0.427001966446194,0.011016373088742
22577,653,659,757,1075,1200,NCNTY38103N38103,"Wells County, ND",0.469621288728106,0.0110326410459926
22578,653,659,757,1075,1200,NCNTY38103N38103,"Wells County, ND",0.465111724599407,0.0110654765732022
22579,653,659,757,1075,1200,NCNTY38103N38103,"Wells County, ND",0.429768903009018,0.0111141900485701
22580,653,664,757,1075,1194,NCNTY38049N38049,"McHenry County, ND",0.436647336880029,0.0114777302779426
22581,572,575,757,936,1286,NCNTY38021N38021,"Dickey County, ND",0.0718988230888963,0.000117661562151096
22582,572,575,757,936,1286,NCNTY38021N38021,"Dickey County, ND",0.42080820209064,0.0107012426437228
22583,572,575,757,1036,1189,NCNTY38055N38055,"McLean County, ND",1.1764387648907,0.0516629143131658
22584,572,575,757,1075,1296,NCNTY38045N38045,"LaMoure County, ND",0.425679583131682,0.0109281426127417
22585,605,669,854,1213,1462,METRO24220M24220,"Grand Forks, ND-MN MSA",0.433274305062817,0.0112273086708661
22586,605,669,854,1213,1462,METRO24220M24220,"Grand Forks, ND-MN MSA",0.431780847226548,0.0111900153733793
22587,575,579,762,942,1202,NCNTY38009N38009,"Bottineau County, ND",0.436035497123202,0.0113788273776683
22588,575,579,762,942,1202,NCNTY38009N38009,"Bottineau County, ND",0.0347038334884742,4.44401647569826e-05
22589,575,579,762,942,1202,NCNTY38009N38009,"Bottineau County, ND",0.47908861553886,0.0111973882501515
22590,575,579,762,942,1202,NCNTY38009N38009,"Bottineau County, ND",0.437997669948849,0.0114391615890032
22591,575,579,762,942,1202,NCNTY38009N38009,"Bottineau County, ND",0.5638856279891,0.0144278982474773
22592,733,737,880,1250,1442,METRO13900M13900,"Bismarck, ND MSA",0.422209957109559,0.0106371543353251
22593,733,737,880,1250,1442,METRO13900M13900,"Bismarck, ND MSA",0.0521637899077011,7.79028525790961e-05
22594,733,737,880,1250,1442,METRO13900M13900,"Bismarck, ND MSA",1.19545045347687,0.0879401114808062
22595,503,575,757,1027,1194,NCNTY38073N38073,"Ransom County, ND",0.426777179142897,0.0110165636939974
22596,572,575,757,955,1194,NCNTY38027N38027,"Eddy County, ND",0.425006152637702,0.010869488406221
22597,572,575,757,955,1194,NCNTY38027N38027,"Eddy County, ND",0.0350574048605918,4.66227015444831e-05
22598,653,664,757,1075,1194,NCNTY38049N38049,"McHenry County, ND",0.43524164491217,0.0113571523562531
22599,572,575,757,936,1286,NCNTY38021N38021,"Dickey County, ND",0.425765427274475,0.0109279125688288
22600,572,575,757,936,1286,NCNTY38021N38021,"Dickey County, ND",0.446559295910927,0.0103206248336828
22601,572,575,757,936,1286,NCNTY38021N38021,"Dickey County, ND",0.425064536865964,0.010878638545698
22602,572,575,757,936,1286,NCNTY38021N38021,"Dickey County, ND",0.471596046490102,0.0108240818138647
22603,572,575,757,1075,1296,NCNTY38045N38045,"LaMoure County, ND",0.424868519761611,0.0109144108480691
22604,572,575,757,1075,1296,NCNTY38045N38045,"LaMoure County, ND",0.424747276369888,0.0108907923379902
22605,605,669,854,1213,1462,METRO24220M24220,"Grand Forks, ND-MN MSA",0.475404824480488,0.0109851401713242
22606,605,669,854,1213,1462,METRO24220M24220,"Grand Forks, ND-MN MSA",0.124151384965102,0.000375379719669001
22607,605,669,854,1213,1462,METRO24220M24220,"Grand Forks, ND-MN MSA",0.553969128555524,0.0107331590273916
22608,572,575,757,1075,1194,NCNTY38095N38095,"Towner County, ND",0.0863736280322387,0.000202291948332544
22609,572,575,757,1075,1194,NCNTY38095N38095,"Towner County, ND",0.435298307177555,0.0113430540302069
22610,572,575,757,1075,1194,NCNTY38095N38095,"Towner County, ND",0.436096993491854,0.0113806742635386
22611,657,734,966,1372,1653,NCNTY38101N38101,"Ward County, ND",0.472742485720431,0.0112136291317573
22612,657,734,966,1372,1653,NCNTY38101N38101,"Ward County, ND",0.0795075418472198,0.000214837124822028
22613,657,734,966,1372,1653,NCNTY38101N38101,"Ward County, ND",0.0441539925379894,9.6049229503559e-05
22614,657,734,966,1372,1653,NCNTY38101N38101,"Ward County, ND",0.452233488815577,0.0114367987446564
22615,657,734,966,1372,1653,NCNTY38101N38101,"Ward County, ND",0.432738428324886,0.0112336994247404
22616,653,664,757,1075,1194,NCNTY38049N38049,"McHenry County, ND",0.503821371214452,0.0112211246456185
22617,653,664,757,1075,1194,NCNTY38049N38049,"McHenry County, ND",0.433676886320389,0.0112675893752388
22618,653,664,757,1075,1194,NCNTY38049N38049,"McHenry County, ND",0.432071357792887,0.0112232719836422
22619,653,664,757,1075,1183,NCNTY38071N38071,"Ramsey County, ND",0.0728450741489636,0.00031303099497944
22620,733,737,880,1250,1442,METRO13900M13900,"Bismarck, ND MSA",0.426496817319058,0.0109580758304727
22621,733,737,880,1250,1442,METRO13900M13900,"Bismarck, ND MSA",0.427986854544695,0.0110737258769952
22622,572,575,757,1075,1296,NCNTY38045N38045,"LaMoure County, ND",0.425025887525564,0.0109018425700248
22623,572,575,757,1075,1296,NCNTY38045N38045,"LaMoure County, ND",0.424499749556719,0.0108982433588662
22624,572,575,757,1075,1296,NCNTY38045N38045,"LaMoure County, ND",0.453964706390613,0.0109238109178888
22625,572,575,757,1075,1296,NCNTY38045N38045,"LaMoure County, ND",0.06863591546746,0.000115614762080104
22626,572,575,757,1075,1100,NCNTY38077N38077,"Richland County, ND",0.425398889023433,0.0109241866313523
22627,572,575,757,1075,1100,NCNTY38077N38077,"Richland County, ND",0.470954013279115,0.0106338223220349
22628,572,575,757,1075,1194,NCNTY38095N38095,"Towner County, ND",0.492801041330716,0.014319858985002
22629,572,575,757,1075,1194,NCNTY38095N38095,"Towner County, ND",0.0451345881584727,0.000101051150655179
22630,572,575,757,1075,1194,NCNTY38095N38095,"Towner County, ND",0.435501240756848,0.0113232708037132
22631,572,575,757,1075,1194,NCNTY38093N38093,"Stutsman County, ND",0.437787999255206,0.0111023493900838
22632,572,575,757,1075,1194,NCNTY38093N38093,"Stutsman County, ND",0.419406501908996,0.0106919338819936
22633,572,575,757,1075,1194,NCNTY38093N38093,"Stutsman County, ND",0.428286144700794,0.0110454309470721
22634,572,575,757,936,1113,NCNTY38075N38075,"Renville County, ND",0.435405757697061,0.0113678664311981
22635,572,575,757,936,1113,NCNTY38075N38075,"Renville County, ND",0.435928820371408,0.0113892559477694
22636,572,575,757,936,1113,NCNTY38075N38075,"Renville County, ND",0.435177816909077,0.0113580614794175
22637,574,578,760,945,1120,NCNTY38003N38003,"Barnes County, ND",0.426306265116969,0.0109176597776154
22638,574,578,760,945,1120,NCNTY38003N38003,"Barnes County, ND",0.470315363421446,0.0108795279814007
22639,733,737,880,1250,1442,METRO13900M13900,"Bismarck, ND MSA",0.426434086297789,0.0109740958488704
22640,733,737,880,1250,1442,METRO13900M13900,"Bismarck, ND MSA",0.4266389521179,0.0109755039141172
22641,572,575,757,979,1146,NCNTY38099N38099,"Walsh County, ND",0.050662529395826,0.000156942835620472
22642,572,575,757,979,1146,NCNTY38099N38099,"Walsh County, ND",0.0607072887331442,0.000170614592411908
22643,572,575,757,979,1146,NCNTY38099N38099,"Walsh County, ND",0.0414717862853303,9.00041726275333e-05
22644,653,664,757,1075,1183,NCNTY38071N38071,"Ramsey County, ND",0.0345710736783467,5.42477674934077e-05
22645,653,664,757,1075,1183,NCNTY38071N38071,"Ramsey County, ND",0.433810021750225,0.011283061590085
22646,572,575,757,1075,1100,NCNTY38077N38077,"Richland County, ND",0.434850864271488,0.0109063773556181
22647,572,575,757,1075,1100,NCNTY38077N38077,"Richland County, ND",0.183740742602918,0.000564435142805886
22648,572,575,757,1075,1100,NCNTY38077N38077,"Richland County, ND",0.419236957594808,0.0106304013672077
22649,572,575,757,1075,1100,NCNTY38077N38077,"Richland County, ND",0.424952700805734,0.0109126849312889
22650,572,575,757,936,1286,NCNTY38021N38021,"Dickey County, ND",0.437942272777942,0.0107190112226561
22651,572,575,757,936,1286,NCNTY38021N38021,"Dickey County, ND",0.497037231632602,0.0107878305235724
22652,605,669,854,1213,1462,METRO24220M24220,"Grand Forks, ND-MN MSA",0.44011761440639,0.0109355732779507
22653,605,669,854,1213,1462,METRO24220M24220,"Grand Forks, ND-MN MSA",0.433230087385349,0.0112765054905724
22654,605,669,854,1213,1462,METRO24220M24220,"Grand Forks, ND-MN MSA",0.856044373262859,0.0086143138062225
22655,605,669,854,1213,1462,METRO24220M24220,"Grand Forks, ND-MN MSA",0.454601250285666,0.0111324078632871
22656,657,734,966,1372,1653,NCNTY38101N38101,"Ward County, ND",0.180188123617407,0.000372106847800884
22657,657,734,966,1372,1653,NCNTY38101N38101,"Ward County, ND",0.434071714097735,0.0112990348827673
22658,657,734,966,1372,1653,NCNTY38101N38101,"Ward County, ND",0.294384471838134,0.000597754625694832
22659,572,575,757,936,1113,NCNTY38075N38075,"Renville County, ND",0.434739052887242,0.0113093664459304
22660,653,664,757,1075,1183,NCNTY38071N38071,"Ramsey County, ND",0.628233263790129,0.0144138882894664
22661,653,664,757,1075,1183,NCNTY38071N38071,"Ramsey County, ND",0.0301533917511787,4.08028090064793e-05
22662,572,575,757,979,1146,NCNTY38099N38099,"Walsh County, ND",0.0368625773273325,3.59203300065829e-05
22663,572,575,757,979,1146,NCNTY38099N38099,"Walsh County, ND",0.5710353636844,0.0108288694355765
22664,572,575,757,936,1286,NCNTY38021N38021,"Dickey County, ND",0.409189945212925,0.0100555375916394
22665,572,575,757,936,1286,NCNTY38021N38021,"Dickey County, ND",0.152876570084041,0.000471787824518044
22666,572,575,757,936,1286,NCNTY38021N38021,"Dickey County, ND",0.405616671005864,0.00811229834428121
22667,572,575,757,1075,1296,NCNTY38045N38045,"LaMoure County, ND",0.426216096336132,0.0109675471784301
22668,572,575,757,1075,1296,NCNTY38045N38045,"LaMoure County, ND",0.424787892729329,0.0109132431806688
22669,575,579,762,942,1202,NCNTY38009N38009,"Bottineau County, ND",0.437227867073793,0.011434547030925
22670,575,579,762,942,1202,NCNTY38009N38009,"Bottineau County, ND",0.0331169659926827,5.90979670103838e-05
22671,575,579,762,942,1202,NCNTY38009N38009,"Bottineau County, ND",0.510047296078442,0.0138511251642602
22672,575,579,762,942,1202,NCNTY38009N38009,"Bottineau County, ND",0.137396079062838,0.000417338837274441
22673,572,575,757,1075,1194,NCNTY38093N38093,"Stutsman County, ND",0.0329103277716264,5.91459182963415e-05
22674,642,773,966,1372,1524,NCNTY38105N38105,"Williams County, ND",0.538340546323924,0.0158422072728388
22675,642,773,966,1372,1524,NCNTY38105N38105,"Williams County, ND",0.433961394533803,0.0112934168978964
22676,596,600,789,1121,1245,NCNTY38087N38087,"Slope County, ND",0.4249007203455,0.0108756953862688
22677,596,600,789,1121,1245,NCNTY38087N38087,"Slope County, ND",0.424489897385073,0.0108714391026533
22678,642,773,966,1372,1524,NCNTY38105N38105,"Williams County, ND",0.434642494669193,0.0112924538515611
22679,572,575,757,979,1146,NCNTY38099N38099,"Walsh County, ND",0.629140502922472,0.0116020803753789
22680,653,664,757,1075,1194,NCNTY38049N38049,"McHenry County, ND",0.475931961359997,0.0111996726520403
22681,653,664,757,1075,1194,NCNTY38049N38049,"McHenry County, ND",0.43114092845652,0.0112009295267954
22682,653,664,757,1075,1194,NCNTY38049N38049,"McHenry County, ND",0.456011782489843,0.0112748153368554
22683,572,575,757,1075,1296,NCNTY38045N38045,"LaMoure County, ND",0.493490576977649,0.0107737833935125
22684,572,575,757,1075,1296,NCNTY38045N38045,"LaMoure County, ND",0.474805752508823,0.0107433579994141
22685,572,575,757,1075,1296,NCNTY38045N38045,"LaMoure County, ND",0.424948207731622,0.0109199741531746
22686,572,575,757,1075,1296,NCNTY38045N38045,"LaMoure County, ND",0.424278939574926,0.0108734824546068
22687,605,669,854,1213,1462,METRO24220M24220,"Grand Forks, ND-MN MSA",0.0673803277009622,0.000147144417442086
22688,605,669,854,1213,1462,METRO24220M24220,"Grand Forks, ND-MN MSA",0.430750310314673,0.0111611441421
22689,572,575,757,957,1095,NCNTY38013N38013,"Burke County, ND",0.280598932478324,0.00393842999160334
22690,575,579,762,942,1202,NCNTY38009N38009,"Bottineau County, ND",0.43513329751248,0.0113473544654654
22691,575,579,762,942,1202,NCNTY38009N38009,"Bottineau County, ND",0.435209038443617,0.0113538980061184
22692,653,664,757,1075,1183,NCNTY38071N38071,"Ramsey County, ND",0.46870422613624,0.0112479386494281
22693,642,773,966,1372,1524,NCNTY38105N38105,"Williams County, ND",0.435623397981981,0.0113404160103224
22694,718,793,1043,1289,1646,NCNTY38025N38025,"Dunn County, ND",0.049859151741928,0.000144179355240459
22695,718,793,1043,1289,1646,NCNTY38025N38025,"Dunn County, ND",0.0613853066667,0.000121042352390785
22696,718,793,1043,1289,1646,NCNTY38025N38025,"Dunn County, ND",0.0560687853262565,0.000143737420951532
22697,718,793,1043,1289,1646,NCNTY38025N38025,"Dunn County, ND",0.194412732151817,0.000571611033710014
